,num_dol,num_tfepe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfepe,atoms_tfsi,atoms_ps,atoms_li,count,%
1250,5,0,3,2,2,1O:1O:1O:1O:2O,,1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1251,5,0,3,2,2,1O:1O:1O:1O:1O,,:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1252,5,0,3,2,2,1O:1O:1O:1O:1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1253,5,0,3,1,2,:::1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
1254,5,0,3,1,2,:::1O:1O,,1N3O2S:1O:1O,,1L:1L,1,0.03000300030003
1255,5,0,3,1,2,:::1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
1256,5,0,3,1,2,::1O:1O:2O,,:1O:2O1S,,1L:1L,1,0.03000300030003
1257,5,0,3,1,2,::1O:1O:2O,,1O:1O:3O1S,,1L:1L,1,0.03000300030003
1258,5,0,3,1,2,::1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
1259,5,0,3,1,2,::1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1260,5,0,3,1,2,::1O:1O:2O,,1N1O1S:1O:2O1S,,1L:1L,1,0.03000300030003
1261,5,0,3,1,2,::1O:1O:1O,,:2O1S:3O1S,,1L:1L,1,0.03000300030003
1262,5,0,3,1,2,::1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
1263,5,0,3,1,2,::1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
1264,5,0,3,1,2,::1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
1265,5,0,3,1,2,::1O:1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
1266,5,0,3,1,2,::1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1267,5,0,3,1,2,::1O:1O:1O,,1N2O:1O1S:2O,,1L:1L,1,0.03000300030003
1268,5,0,3,1,2,::1O:1O:1O,,1N2O1S:1O:1O,,1L:1L,1,0.03000300030003
1269,5,0,3,1,2,:1O:1O:2O:2O,,1O:1O:2O,,1L:1L,1,0.03000300030003
1270,5,0,3,1,2,:1O:1O:2O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1271,5,0,3,1,2,:1O:1O:1O:2O,,:1O:3O2S,,1L:1L,1,0.03000300030003
1272,5,0,3,1,2,:1O:1O:1O:2O,,:1O1S:2O1S,,1L:1L,1,0.03000300030003
1273,5,0,3,1,2,:1O:1O:1O:2O,,:1N2O2S:1O,,1L:1L,1,0.03000300030003
1274,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
1275,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1276,5,0,3,1,2,:1O:1O:1O:1O,,:1O:3O1S,,1L:1L,1,0.03000300030003
1277,5,0,3,1,2,:1O:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
1278,5,0,3,1,2,:1O:1O:1O:1O,,:1O1S:2O,,1L:1L,1,0.03000300030003
1279,5,0,3,2,2,:1O:1O:1O:1O,,1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1280,5,0,3,2,2,:1O:1O:1O:1O,,1O:1O:2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1281,5,0,3,2,2,::1O:1O:1O,,1N1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1282,5,1,1,1,1,::1O:1O:1O,,1O,,1L,1,0.03000300030003
1283,5,1,1,1,2,1O:1O:1O:1O:2O,,3O2S,,1L:1L,1,0.03000300030003
1284,5,1,1,1,2,1O:1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
1285,5,1,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
1286,5,1,1,1,2,1O:1O:1O:1O:1O,,1N4O2S,,1L:1L,1,0.03000300030003
1287,5,1,1,1,2,1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1288,5,1,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
1289,5,1,1,1,1,::::1O,,1O,,1L,1,0.03000300030003
1290,5,1,1,1,1,:::1O:2O,,1O,,1L,1,0.03000300030003
1291,5,1,1,1,1,:::1O:1O,,2O,,1L,1,0.03000300030003
1292,5,1,1,1,1,:::1O:1O,,1O,,1L,1,0.03000300030003
1293,5,1,1,1,1,:::1O:1O,,1N3O1S,,1L,1,0.03000300030003
1294,5,1,1,1,1,::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
1295,5,1,1,1,1,::1O:1O:1O,,2O,,1L,1,0.03000300030003
1296,5,1,1,1,1,:1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
1297,5,0,3,2,2,::1O:1O:2O,,1O:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1298,5,1,1,1,1,:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
1299,5,1,1,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
1300,5,1,0,3,2,:1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1301,5,1,0,3,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1302,5,1,0,2,2,:1O:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1303,5,1,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:3S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1304,5,1,0,1,1,::1O:1O:2O,,,,1L,1,0.03000300030003
1305,5,1,0,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
1306,5,0,4,2,2,:1O:1O:1O:1O,,::1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1307,5,0,4,1,2,::1O:1O:2O,,:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1308,5,0,4,1,1,:::1O:2O,,::1O:2O1S,,1L,1,0.03000300030003
1309,5,0,3,2,2,:::1O:1O,,1O:2O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1310,5,0,3,2,2,:::1O:1O,,1N2O1S:1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1311,5,0,2,2,2,::1O:1O:2O,,2O1S:2O1S,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1312,4,0,4,1,2,:1O:1O:2O,,:1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
1313,4,1,2,2,2,::1O:1O,,2O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1314,3,1,1,1,1,:1O:1O,,1N1O1S,,1L,1,0.03000300030003
1315,3,0,4,1,2,:1O:1O,,1O:1O:1O1S:2O,,1L:1L,1,0.03000300030003
1316,3,0,4,1,2,:1O:2O,,1O:1O:1O:2O2S,,1L:1L,1,0.03000300030003
1317,3,0,4,1,3,1O:1O:1O,,1O:2O:2O1S:2O1S,,1L:1L:1L,1,0.03000300030003
1318,3,0,4,2,3,1O:1O:2O,,:1O:1O1S:2O,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1319,3,0,5,1,2,:1O:1O,,1O:1O:1O:1O:2O,,1L:1L,1,0.03000300030003
1320,3,0,5,1,2,:1O:1O,,:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1321,3,1,1,1,1,:1O:1O,,2O,,1L,1,0.03000300030003
1322,3,1,1,2,2,1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1323,3,1,1,1,2,1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1324,3,1,1,1,2,1O:1O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
1325,3,1,1,1,2,:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
1326,3,1,1,2,1,1O:1O:1O,,1N3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1327,3,1,1,2,2,1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1328,3,1,1,2,2,1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1329,3,0,4,1,2,:1O:1O,,1N3O2S:1O:1O:1O,,1L:1L,1,0.03000300030003
1330,3,0,4,1,2,:1O:1O,,1N1O1S:1O:1O:2O2S,,1L:1L,1,0.03000300030003
1331,3,0,4,1,2,1O:1O:2O,,:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1332,3,0,4,1,2,1O:1O:2O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1333,3,0,4,1,2,1O:1O:1O,,:1O:1O1S:2O,,1L:1L,1,0.03000300030003
1334,3,0,4,1,2,1O:1O:1O,,:1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
1335,3,0,4,1,2,1O:1O:1O,,1O:1O:2O:2O1S,,1L:1L,1,0.03000300030003
1336,3,0,4,1,2,1O:1O:1O,,1N2O2S:1O:1O:1O,,1L:1L,1,0.03000300030003
1337,3,0,3,2,3,::1O,,1N3O2S:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1338,3,0,3,2,3,:1O:1O,,1N1O1S:1N3O2S:1O1S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1339,3,0,3,2,3,1O:1O:2O,,1O:2O:2O1S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1340,3,0,3,2,3,1O:1O:2O,,1N3O2S:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
1341,3,0,3,2,3,1O:1O:2O,,1N2O2S:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
1342,3,0,3,2,3,1O:1O:1O,,1O1S:2O1S:3O1S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1343,3,0,3,2,2,::1O,,2O:2O2S:2O2S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1344,3,0,3,2,2,::1O,,2O:2O1S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1345,3,0,3,2,2,::1O,,2O1S:3O1S:3O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1346,3,1,1,2,2,1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1347,3,1,1,2,2,1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1348,4,0,1,2,2,:1O:1O:2O,,2O1S,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1349,3,1,2,1,2,:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
1350,3,1,2,1,2,1O:1O:2O,,2O:2O,,1L:1L,1,0.03000300030003
1351,3,1,2,1,2,1O:1O:2O,,:1O,,1L:1L,1,0.03000300030003
1352,3,1,2,1,2,1O:1O:2O,,:1O1S,,1L:1L,1,0.03000300030003
1353,3,1,2,1,2,1O:1O:2O,1O,1O:2O1S,,1L:1L,1,0.03000300030003
1354,3,1,2,1,2,:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
1355,3,1,2,1,2,:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
1356,3,1,2,1,2,::1O,,2O:2O,,1L:1L,1,0.03000300030003
1357,3,1,1,2,3,1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
1358,3,1,2,2,2,1O:1O:1O,,1N1O1S:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1359,3,1,2,2,2,1O:1O:1O,,1N2O2S:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1360,3,1,2,2,2,1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1361,3,1,2,2,2,1O:1O:1O,,1O:1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1362,3,1,2,2,2,1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1363,3,1,2,2,2,1O:1O:1O,,:1O1S,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1364,3,1,2,1,2,1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
1365,3,1,2,1,2,1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
1366,3,1,2,1,2,1O:1O:2O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
1367,3,1,2,1,2,1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
1368,3,1,2,1,2,1O:1O:1O,,:1O1S,,1L:1L,1,0.03000300030003
1369,3,1,2,1,2,1O:1O:1O,,:1N1O1S,,1L:1L,1,0.03000300030003
1370,3,1,2,1,2,1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
1371,3,1,2,1,2,1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
1372,3,1,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
1373,3,1,2,1,2,1O:1O:1O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
1374,3,1,2,1,2,1O:1O:1O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
1375,3,1,2,1,1,1O:1O:2O,,1O:2O1S,,1L,1,0.03000300030003
1376,3,1,1,3,2,:1O:1O,,2O2S,:::1S:1S:1S:1S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1377,3,1,1,3,2,:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1378,3,1,1,3,2,:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1379,3,1,1,3,2,1O:1O:1O,,1O,::::1S:1S:1S:2S:2S:2S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1380,3,1,1,3,2,1O:1O:1O,,1O,:::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1381,3,0,3,2,2,::1O,,1O:2O:3O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1382,3,0,3,2,2,::1O,,1O:2O:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1383,3,0,3,2,2,::1O,,1O:2O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1384,3,0,3,2,2,:1O:1O,,1N3O2S:1O:1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1385,3,0,3,2,2,:1O:1O,,1N1O1S:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1386,3,0,3,2,2,:1O:1O,,1N1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1387,3,0,3,2,2,:1O:1O,,1N2O1S:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1388,3,0,3,2,2,:1O:1O,,1N2O2S:1O:2O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1389,3,0,3,2,2,:1O:1O,,1N2O2S:2O1S:2O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1390,3,0,3,2,2,:1O:1O,,1N3O2S:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1391,3,0,3,2,2,:1O:1O,,1O1S:1O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1392,3,0,3,2,2,::1O,,1O:2O1S:2O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1393,3,0,3,2,2,:1O:1O,,1O1S:2O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1394,3,0,3,2,2,:1O:1O,,1O:1O1S:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1395,3,0,3,2,2,:1O:1O,,1O:1O1S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1396,3,0,3,2,2,:1O:1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1397,3,0,3,2,2,:1O:1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1398,3,0,3,2,2,:1O:1O,,1O:1O:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1399,3,0,3,2,2,:1O:1O,,1N1O1S:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1400,3,0,3,2,2,:1O:1O,,1N1O1S:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1401,3,0,3,2,2,1O:1O:2O,,1O:2O1S:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1402,3,0,3,2,2,1O:1O:2O,,1O:1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1403,3,0,3,2,2,1O:1O:2O,,1O:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1404,3,0,3,2,2,1O:1O:1O,,:2O:2O1S,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1405,3,0,3,2,2,1O:1O:1O,,:1O:2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1406,3,0,3,2,2,1O:1O:1O,,1O:2O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1407,3,0,3,2,2,1O:1O:1O,,1O:2O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1408,3,0,3,2,2,1O:1O:1O,,1O:2O:2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1409,3,0,3,2,2,1O:1O:1O,,1O:2O1S:3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1410,3,0,3,2,2,1O:1O:1O,,1O:1O:2O1S,:::1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
1411,3,0,3,2,2,1O:1O:1O,,1O:1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1412,3,0,3,2,2,1O:1O:1O,,1O:1O:2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1413,3,0,3,2,2,1O:1O:1O,,1O:1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1414,3,0,3,2,2,1O:1O:1O,,1O:1O:1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1415,3,0,3,2,2,1O:1O:1O,,1O:1O:1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1416,3,0,3,2,2,:1O:1O,,1O:1O:2O,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1417,3,0,3,2,2,:1O:1O,,1O:1O:2O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1418,3,0,3,2,2,:1O:1O,,1O:1O:3O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1419,3,0,3,2,2,:1O:2O,,2O1S:2O1S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1420,3,0,3,2,2,::1O,,1O:2O1S:2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1421,3,0,3,2,2,::1O,,1O:1O:2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1422,3,0,3,2,2,::1O,,1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1423,3,0,3,2,2,::1O,,1O:1O1S:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1424,3,0,3,2,2,::1O,,1O1S:2O1S:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1425,3,0,3,2,2,::1O,,1N2O:1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1426,3,0,3,2,2,::1O,,1N2O2S:2O1S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1427,3,0,3,2,2,::1O,,1N2O2S:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1428,3,0,3,2,2,::1O,,1N2O2S:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1429,3,0,3,2,2,::1O,,1N2O2S:1N3O2S:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1430,3,0,3,2,2,::1O,,1N2O1S:1O:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1431,3,0,3,2,2,::1O,,1N2O1S:1N3O2S:2O2S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1432,3,0,3,2,2,::1O,,1N2O1S:1N2O2S:3O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1433,3,0,3,2,2,::1O,,1N1O1S:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1434,3,0,3,2,2,:1O:2O,,1O:1O:3O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1435,3,0,3,2,2,:1O:1O,,1O:2O1S:2O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1436,3,0,3,2,2,:1O:2O,,1O:1O:1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1437,3,0,3,2,2,:1O:2O,,1O:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1438,3,0,3,2,2,:1O:2O,,1O:1O1S:3O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1439,3,0,3,2,2,:1O:2O,,1O:1O1S:2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1440,3,0,3,2,2,:1O:1O,,:1O:3O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1441,3,0,3,2,2,:1O:1O,,:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1442,3,0,3,2,2,:1O:1O,,2O:2O:3O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1443,3,0,3,2,2,:1O:1O,,2O:2O1S:3O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1444,3,0,3,2,2,:1O:1O,,2O:2O1S:3O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1445,3,0,3,2,2,:1O:1O,,2O:2O1S:2O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1446,3,0,3,2,2,:1O:1O,,1O:2O:2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1447,3,0,3,2,2,:1O:1O,,1O:2O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1448,3,0,3,2,2,:1O:1O,,1O:2O1S:3O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1449,3,0,3,2,2,:1O:1O,,1O:2O1S:2O2S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1450,3,1,2,2,2,:1O:1O,,1N2O2S:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1451,3,1,2,2,2,:1O:1O,,1O1S:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1452,3,1,2,2,2,:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1453,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1454,4,0,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1455,4,0,1,2,2,1O:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1456,4,0,1,2,2,1O:1O:1O:1O,,3O1S,1S:1S:1S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1457,4,0,1,2,2,1O:1O:1O:1O,,3O1S,::1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1458,4,0,1,2,2,1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1459,4,0,1,2,2,1O:1O:1O:2O,,1N3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1460,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1461,4,0,1,2,2,1O:1O:1O:1O,,1N2O2S,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1462,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1463,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1464,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:3S:4S:5S:5S:5S:6S:6S,1L:1L,1,0.03000300030003
1465,4,0,1,2,2,1O:1O:1O:2O,,1O1S,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1466,4,0,1,2,2,1O:1O:1O:2O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1467,4,0,1,2,2,1O:1O:1O:2O,,2O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1468,4,0,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1469,4,0,1,2,2,1O:1O:1O:1O,,2O1S,1S:2S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
