,num_dol,num_tfeibe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfeibe,atoms_tfsi,atoms_ps,atoms_li,count,%
647,5,0,3,1,2,1O:1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
648,5,0,3,1,2,1O:1O:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
649,5,0,3,1,2,1O:1O:1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
650,5,0,3,1,2,1O:1O:1O:1O:1O,,::2O1S,,1L:1L,1,0.03000300030003
651,5,0,2,1,2,:1O:1O:1O:1O,,2O2S:3O2S,,1L:1L,1,0.03000300030003
652,5,0,3,1,2,1O:1O:1O:1O:1O,,::1O1S,,1L:1L,1,0.03000300030003
653,5,0,3,1,2,1O:1O:1O:1O:1O,,:2O1S:2O1S,,1L:1L,1,0.03000300030003
654,5,0,2,1,2,:1O:1O:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
655,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
656,5,0,2,2,3,:1O:1O:2O:2O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
657,5,0,2,2,3,:1O:1O:1O:2O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
658,5,0,2,2,3,:1O:1O:1O:2O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
659,5,0,2,2,2,:::1O:2O,,1N3O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
660,5,0,2,2,2,:::1O:1O,,2O:2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
661,5,0,2,2,2,:::1O:1O,,1O:1O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
662,5,0,2,2,2,:::1O:1O,,1O1S:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
663,5,0,2,2,2,:::1O:1O,,1N1O1S:1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
664,5,0,2,2,2,::1O:2O:2O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
665,5,0,2,2,2,::1O:2O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
666,5,0,2,2,2,::1O:2O:2O,,1N1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
667,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:3O2S,,1L:1L,1,0.03000300030003
668,5,0,2,2,2,::1O:1O:1O,,1O:2O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
669,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O2S,,1L:1L,1,0.03000300030003
670,5,0,2,2,2,::1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
671,5,0,2,2,2,::1O:1O:1O,,1O:3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
672,5,0,2,2,2,::1O:2O:2O,,1N1O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
673,5,0,2,2,2,::1O:1O:2O,,1O:2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
674,5,0,2,2,2,::1O:1O:2O,,1O:2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
675,5,1,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
676,5,0,2,2,2,::1O:1O:1O,,2O1S:3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
677,5,0,2,2,2,::1O:1O:2O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
678,5,0,2,2,2,::1O:1O:1O,,:2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
679,5,0,2,2,2,::1O:1O:2O,,1O:1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
680,5,0,2,2,2,::1O:1O:2O,,1O:1O,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
681,5,0,2,1,2,:1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
682,5,0,2,2,2,:::1O:2O,,1N3O2S:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
683,5,0,2,2,3,:1O:1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
684,5,0,2,2,2,:::1O:2O,,1N3O2S:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
685,5,0,2,2,3,:1O:1O:1O:2O,,1N4O2S:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
686,5,0,2,2,3,:1O:1O:1O:2O,,1N2O2S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
687,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
688,5,0,2,2,2,::1O:1O:1O,,1N1O1S:1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
689,5,0,2,2,2,::1O:1O:1O,,1N1O1S:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
690,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
691,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
692,5,0,2,2,3,:1O:1O:1O:1O,,2O:2O2S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
693,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:2O2S,,1L:1L,1,0.03000300030003
694,5,0,2,2,3,:1O:1O:1O:1O,,1O:2O2S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
695,5,0,2,2,3,:1O:1O:1O:1O,,1N2O1S:2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
696,5,0,2,1,2,:1O:1O:1O:2O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
697,5,0,2,2,2,::1O:1O:1O,,1N3O2S:2O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
698,5,0,2,2,2,::1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
699,5,0,2,1,2,:1O:1O:1O:2O,,:1N1O1S,,1L:1L,1,0.03000300030003
700,5,0,2,2,3,1O:1O:1O:1O:1O,,1N2O2S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
701,5,0,2,2,3,1O:1O:1O:1O:1O,,1N2O1S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
702,5,0,2,2,2,::1O:1O:1O,,1O:1O,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
703,5,0,2,1,2,:1O:1O:1O:2O,,1N3O2S:2O1S,,1L:1L,1,0.03000300030003
704,5,0,2,1,2,:1O:1O:1O:2O,,1N4O2S:1O1S,,1L:1L,1,0.03000300030003
705,5,0,2,2,2,:::1O:2O,,1O:2O1S,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
706,5,0,3,1,2,1O:1O:2O:2O:2O,,::1O,,1L:1L,1,0.03000300030003
707,5,0,2,2,2,:1O:1O:1O:2O,,:1O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
708,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
709,5,0,3,1,2,:1O:1O:1O:2O,,1N2O1S:1O:1O,,1L:1L,1,0.03000300030003
710,5,0,2,1,2,1O:1O:1O:1O:2O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
711,5,0,2,1,2,1O:1O:1O:1O:2O,,1N3O1S:1O,,1L:1L,1,0.03000300030003
712,5,0,2,1,2,1O:1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
713,5,0,2,1,2,1O:1O:1O:1O:2O,,1N3O2S:2O1S,,1L:1L,1,0.03000300030003
714,5,0,2,1,2,::1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
715,5,0,2,1,2,1O:1O:1O:1O:2O,,1N:1O,,1L:1L,1,0.03000300030003
716,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
717,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
718,5,0,2,1,2,::1O:1O:1O,,1O1S:3O2S,,1L:1L,1,0.03000300030003
719,5,0,2,1,2,::1O:1O:1O,,1O1S:3O1S,,1L:1L,1,0.03000300030003
720,5,0,3,1,2,:1O:1O:1O:2O,,1N1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
721,5,0,3,1,2,:1O:1O:1O:1O,,1N2O1S:1N2O2S:1O,,1L:1L,1,0.03000300030003
722,5,0,3,1,2,:1O:1O:1O:1O,,::2O1S,,1L:1L,1,0.03000300030003
723,5,0,2,2,2,:1O:1O:1O:2O,,1O1S:1O1S,1S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
724,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O2S,,1L:1L,1,0.03000300030003
725,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:3O2S,,1L:1L,1,0.03000300030003
726,5,0,2,1,2,1O:1O:1O:1O:2O,,2O:2O1S,,1L:1L,1,0.03000300030003
727,5,0,2,2,2,:1O:1O:1O:2O,,1O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
728,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O1S,,1L:1L,1,0.03000300030003
729,5,0,3,1,2,:1O:1O:1O:1O,,::2O,,1L:1L,1,0.03000300030003
730,5,0,3,1,2,:1O:1O:1O:1O,,:2O:3O2S,,1L:1L,1,0.03000300030003
731,5,0,3,1,2,:1O:1O:1O:1O,,:2O1S:2O1S,,1L:1L,1,0.03000300030003
732,5,0,2,1,2,1O:1O:1O:1O:2O,,1N2O1S:1O1S,,1L:1L,1,0.03000300030003
733,5,0,3,1,2,:1O:1O:1O:2O,,1N3O2S:1O:1O,,1L:1L,1,0.03000300030003
734,5,0,3,1,2,:1O:1O:1O:2O,,1O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
735,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
736,5,0,3,1,2,:1O:1O:1O:2O,,:1N1O1S:1O,,1L:1L,1,0.03000300030003
737,5,0,2,2,2,::1O:1O:2O,,1O1S:1O1S,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
738,5,0,2,2,2,:1O:1O:1O:1O,,:,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
739,5,0,3,1,2,:1O:1O:1O:2O,,1O:2O:2O2S,,1L:1L,1,0.03000300030003
740,5,0,3,1,2,:1O:1O:1O:2O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
741,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:2O2S,,1L:1L,1,0.03000300030003
742,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
743,5,0,2,2,2,:1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
744,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O2S,,1L:1L,1,0.03000300030003
745,5,0,2,1,2,::1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
746,5,0,2,2,2,:1O:1O:1O:1O,,:1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
747,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
748,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O1S,,1L:1L,1,0.03000300030003
749,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
750,5,0,2,2,2,:1O:1O:1O:1O,,:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
751,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:2O,,1L:1L,1,0.03000300030003
752,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
753,5,0,2,2,2,:1O:1O:1O:2O,,1N1O1S:1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
754,5,0,2,2,2,:1O:1O:1O:2O,,1N1O1S:1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
755,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
756,5,0,3,1,2,:1O:1O:1O:2O,,1O1S:2O1S:2O2S,,1L:1L,1,0.03000300030003
757,5,0,2,1,2,::1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
758,5,0,2,1,2,1O:1O:1O:2O:2O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
759,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
760,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
761,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
762,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
763,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
764,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O1S,,1L:1L,1,0.03000300030003
765,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O,,1L:1L,1,0.03000300030003
766,5,0,2,1,2,:1O:1O:2O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
767,5,0,3,1,2,:1O:1O:1O:1O,,1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
768,5,0,3,1,2,:1O:1O:1O:1O,,1O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
769,5,0,3,1,2,:1O:1O:1O:1O,,1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
770,5,0,3,1,2,:1O:1O:1O:1O,,1O1S:1O1S:1O1S,,1L:1L,1,0.03000300030003
771,5,0,3,1,2,:1O:1O:1O:1O,,1N3O2S:1O:2O2S,,1L:1L,1,0.03000300030003
772,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,1,0.03000300030003
773,5,0,3,1,2,:1O:1O:1O:1O,,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
774,5,0,3,1,2,:1O:1O:1O:1O,,1N2O2S:1O1S:2O1S,,1L:1L,1,0.03000300030003
775,5,0,2,1,2,:1O:1O:1O:1O,,1N4O2S:1O1S,,1L:1L,1,0.03000300030003
776,5,0,2,2,2,:1O:1O:1O:2O,,2O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
777,5,0,3,1,2,:1O:1O:1O:1O,,1N2O2S:1N3O2S:3O1S,,1L:1L,1,0.03000300030003
778,5,0,3,1,2,:1O:1O:1O:1O,,1N2O1S:1O:1O1S,,1L:1L,1,0.03000300030003
779,5,0,2,2,2,:1O:1O:1O:2O,,:1N1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
780,5,0,2,2,2,:1O:1O:1O:2O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
781,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
782,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
783,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O2S,,1L:1L,1,0.03000300030003
784,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
785,5,0,2,1,2,:1O:1O:1O:1O,,1N1O:1O,,1L:1L,1,0.03000300030003
786,5,0,2,1,2,::1O:1O:1O,,1N3O2S:1O1S,,1L:1L,1,0.03000300030003
787,5,0,2,1,2,1O:1O:1O:2O:2O,,1O1S:3O1S,,1L:1L,1,0.03000300030003
788,5,0,2,1,2,1O:1O:1O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
789,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
790,5,0,2,1,2,1O:1O:1O:2O:2O,,1O:2O,,1L:1L,1,0.03000300030003
791,5,0,2,1,2,:1O:1O:2O:2O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
792,5,0,2,1,2,1O:1O:1O:2O:2O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
793,5,0,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
794,5,0,3,1,2,:1O:1O:1O:1O,,:1O1S:2O1S,,1L:1L,1,0.03000300030003
795,5,0,2,1,2,1O:1O:1O:2O:2O,,:2O,,1L:1L,1,0.03000300030003
796,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
797,5,0,3,1,2,:1O:1O:1O:1O,,:1O1S:1O1S,,1L:1L,1,0.03000300030003
798,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
799,5,0,3,1,2,:1O:1O:1O:1O,,:1N1O1S:1N1O1S,,1L:1L,1,0.03000300030003
800,5,0,3,1,2,:1O:1O:1O:1O,,2O:2O1S:2O2S,,1L:1L,1,0.03000300030003
801,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
802,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O1S,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
803,5,0,3,1,2,:1O:1O:1O:1O,,1O:2O1S:3O2S,,1L:1L,1,0.03000300030003
804,5,0,2,2,2,:1O:1O:1O:2O,,1O:2O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
805,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:2O2S,,1L:1L,1,0.03000300030003
806,5,0,3,1,2,:1O:1O:1O:1O,,1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
807,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
808,5,1,2,1,3,::1O:1O:1O,,1O1S:3O1S,,1L:1L:1L,1,0.03000300030003
809,5,1,1,1,2,1O:1O:1O:1O:2O,,2O2S,,1L:1L,1,0.03000300030003
810,6,1,1,1,1,:::1O:1O:2O,,1O1S,,1L,1,0.03000300030003
811,6,1,1,1,1,:::1O:1O:2O,,2O1S,,1L,1,0.03000300030003
812,6,1,1,1,1,:::1O:1O:2O,1O,1O,,1L,1,0.03000300030003
813,6,1,1,1,1,::::1O:1O,,2O1S,,1L,1,0.03000300030003
814,6,1,1,1,1,::::1O:2O,,2O1S,,1L,1,0.03000300030003
815,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
816,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
817,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
818,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,2O2S,,1L:1L,1,0.03000300030003
819,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,3O1S,,1L:1L,1,0.03000300030003
820,6,1,1,1,2,1O:1O:1O:1O:2O:2O,,1O1S,,1L:1L,1,0.03000300030003
821,6,1,1,1,2,:1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
822,6,1,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
823,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
824,6,1,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
825,6,1,1,1,2,:1O:1O:1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
826,6,1,1,1,1,:::1O:1O:2O,,2O,,1L,1,0.03000300030003
827,6,1,1,1,1,:::1O:1O:1O,,1O,,1L,1,0.03000300030003
828,6,0,3,2,2,:::1O:1O:1O,,1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
829,6,1,1,1,1,::1O:2O:2O:2O,,,,1L,1,0.03000300030003
830,6,1,0,1,1,1O:1O:1O:1O:1O:2O,,,,1L,1,0.03000300030003
831,6,1,0,1,1,:1O:1O:1O:1O:2O,,,,1L,1,0.03000300030003
832,6,1,0,1,1,:1O:1O:1O:2O:2O,,,,1L,1,0.03000300030003
833,6,1,0,1,1,::1O:1O:1O:2O,,,,1L,1,0.03000300030003
834,6,1,0,1,1,::1O:1O:1O:2O,1O,,,1L,1,0.03000300030003
835,6,1,0,1,1,:::1O:1O:2O,,,,1L,1,0.03000300030003
836,6,1,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
837,6,1,0,1,2,1O:1O:1O:2O:2O:2O,,,,1L:1L,1,0.03000300030003
838,6,1,0,2,2,1O:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
839,6,1,0,2,2,::1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
840,6,1,0,2,2,:::1O:1O:1O,,,1S:1S:1S:1S:2S:3S:4S:5S,1L:1L,1,0.03000300030003
841,6,1,1,1,1,1O:1O:1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
842,6,1,1,1,1,:1O:1O:1O:2O:2O,,,,1L,1,0.03000300030003
843,6,1,1,1,1,::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
844,6,1,1,1,1,::1O:1O:1O:2O,,2O1S,,1L,1,0.03000300030003
845,6,1,1,1,2,:1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
846,6,1,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
847,6,1,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
848,6,1,1,1,2,::1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
849,6,1,2,1,2,::1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
850,6,1,2,1,2,::1O:1O:1O:1O,,1N4O2S:2O1S,,1L:1L,1,0.03000300030003
851,6,1,2,1,2,::1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
852,6,1,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
853,6,1,2,1,2,::1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
854,6,1,2,1,2,::1O:1O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
855,6,1,2,1,2,:::1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
856,6,1,2,2,2,:1O:1O:1O:1O:2O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
857,6,1,2,2,2,::1O:1O:1O:2O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
858,6,1,2,2,2,:::1O:1O:2O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
859,6,1,2,2,3,:::1O:2O:2O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
860,6,1,3,1,2,:1O:1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
861,6,2,0,1,1,::1O:1O:1O:2O,:1O,,,1L,1,0.03000300030003
862,6,2,0,1,1,::1O:1O:2O:2O,:,,,1L,1,0.03000300030003
863,6,2,0,1,1,:::1O:1O:1O,:,,,1L,1,0.03000300030003
864,6,1,2,1,2,:1O:1O:1O:1O:2O,,1O1S:2O,,1L:1L,1,0.03000300030003
865,6,1,2,1,2,:1O:1O:1O:1O:1O,,1O:2O2S,,1L:1L,1,0.03000300030003
866,6,1,2,1,2,:1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
867,6,1,1,2,2,::1O:1O:1O:1O,,1N1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
868,6,1,1,1,2,::1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
869,6,1,1,1,2,::1O:1O:1O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
870,6,1,1,1,2,::1O:1O:1O:2O,,2O2S,,1L:1L,1,0.03000300030003
871,6,1,1,2,1,::1O:1O:1O:2O,,1O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
872,6,1,1,2,2,:1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
873,6,1,1,2,2,:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
874,6,1,1,2,2,::1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
875,6,1,2,1,2,:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
876,6,1,1,2,2,::1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
877,6,1,1,2,2,::1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
878,6,1,1,2,2,:::1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
879,6,1,2,1,1,:1O:1O:1O:2O:2O,,:2O1S,,1L,1,0.03000300030003
880,6,1,2,1,2,1O:1O:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
881,6,1,2,1,2,1O:1O:1O:1O:1O:2O,,:2O1S,,1L:1L,1,0.03000300030003
882,6,1,0,1,1,1O:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
883,6,0,3,1,2,:::1O:1O:2O,,1O:1O1S:2O2S,,1L:1L,1,0.03000300030003
884,6,0,2,1,2,::1O:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
885,6,0,2,2,2,::1O:1O:1O:1O,,1O:2O,1S:1S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
