,num_dol,num_etfe,num_tfsi,num_ps,num_li,atoms_dol,atoms_etfe,atoms_tfsi,atoms_ps,atoms_li,count,%
509,5,1,0,1,1,1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
510,5,0,4,1,2,:1O:1O:1O:1O,,::1N1O1S:2O2S,,1L:1L,1,0.03000300030003
511,5,0,4,1,2,:1O:1O:1O:1O,,:1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
512,5,0,4,1,2,1O:1O:1O:1O:2O,,::1O:1O,,1L:1L,1,0.03000300030003
513,5,0,3,2,3,::1O:1O:1O,,:2O1S:3O1S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
514,5,0,3,2,3,::1O:1O:1O,,1O:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
515,5,0,3,2,2,::1O:1O:1O,,1O:2O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
516,5,0,3,2,2,::1O:1O:1O,,:1O1S:1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
517,5,0,3,2,2,:1O:1O:1O:2O,,:1O:1O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
518,5,1,1,2,2,:1O:1O:1O:1O,,3O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
519,5,0,3,1,2,::1O:1O:2O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
520,5,0,3,2,2,::1O:1O:1O,,2O1S:2O1S:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
521,5,1,1,2,2,:1O:1O:1O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
522,5,1,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
523,5,1,1,2,2,:1O:1O:2O:2O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
524,5,1,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
525,5,1,1,1,2,1O:1O:1O:1O:2O,,2O2S,,1L:1L,1,0.03000300030003
526,5,1,1,1,2,1O:1O:1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
527,5,0,3,1,2,::1O:1O:2O,,1O:2O:3O2S,,1L:1L,1,0.03000300030003
528,5,1,1,1,1,:::1O:2O,,1N1O1S,,1L,1,0.03000300030003
529,5,1,1,1,2,1O:1O:1O:2O:2O,,1N3O1S,,1L:1L,1,0.03000300030003
530,5,1,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
531,5,1,1,1,2,1O:1O:1O:2O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
532,5,1,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
533,5,0,3,1,2,::1O:1O:2O,,1O:2O:2O2S,,1L:1L,1,0.03000300030003
534,5,1,1,2,2,::1O:1O:1O,,1N3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
535,5,1,1,2,2,:1O:1O:1O:2O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
536,5,1,1,2,2,:1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
537,5,0,3,1,2,::1O:2O:2O,,1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
538,5,1,1,2,2,:1O:1O:1O:1O,,2O,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
539,5,1,1,1,2,1O:1O:1O:1O:1O,,1N4O2S,,1L:1L,1,0.03000300030003
540,5,0,3,1,2,:::1O:1O,,1N1O1S:2O:2O,,1L:1L,1,0.03000300030003
541,5,0,3,2,2,:1O:1O:1O:1O,,1N1O1S:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
542,5,0,3,2,2,:1O:1O:1O:1O,,1O:1O1S:2O1S,1S:1S:1S:1S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
543,5,0,3,2,2,:1O:1O:1O:1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
544,5,0,3,2,2,:1O:1O:1O:1O,,1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
545,5,1,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
546,5,1,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
547,5,0,3,2,2,:1O:1O:1O:1O,,:1N1O1S:1O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
548,5,1,1,1,2,1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
549,5,1,1,2,2,:1O:1O:1O:2O,,1N3O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
550,5,1,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
551,5,1,1,1,1,:::1O:2O,,1O,,1L,1,0.03000300030003
552,5,1,1,2,2,:1O:1O:1O:1O,,1N2O2S,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
553,5,0,3,1,2,1O:1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
554,5,0,3,1,2,::1O:1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
555,5,0,2,2,2,1O:1O:1O:1O:2O,,1O:1O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
556,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
557,5,0,2,2,2,:1O:1O:1O:1O,,1O1S:3O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
558,5,0,2,2,2,:1O:1O:1O:1O,,1O1S:3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
559,5,0,2,2,2,:1O:1O:1O:1O,,1O1S:2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
560,5,0,2,2,2,:1O:1O:1O:1O,,1N4O2S:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
561,5,0,2,2,2,:1O:1O:1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
562,5,0,2,2,2,:1O:1O:1O:1O,,1N3O1S:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
563,5,0,2,2,2,:1O:1O:1O:1O,,1N2O1S:3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
564,5,0,2,2,2,:1O:1O:1O:1O,,1N1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
565,5,0,2,2,2,1O:1O:1O:1O:2O,,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
566,5,0,2,2,2,1O:1O:1O:1O:2O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
567,5,0,2,2,2,1O:1O:1O:1O:2O,,1O:2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
568,5,0,2,2,2,1O:1O:1O:1O:1O,,:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
569,5,0,2,1,2,::1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
570,5,0,2,2,2,1O:1O:1O:1O:1O,,:,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
571,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:3O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
572,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
573,5,0,2,1,3,1O:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L:1L,1,0.03000300030003
574,5,0,2,1,2,::1O:2O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
575,5,0,2,1,2,::1O:1O:2O,,2O:3O2S,,1L:1L,1,0.03000300030003
576,5,0,2,1,2,::1O:1O:2O,,2O:3O1S,,1L:1L,1,0.03000300030003
577,5,0,2,1,2,::1O:1O:2O,,1O:3O1S,,1L:1L,1,0.03000300030003
578,5,0,2,1,2,::1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
579,5,0,2,1,2,::1O:1O:2O,,1N4O2S:1O1S,,1L:1L,1,0.03000300030003
580,5,0,2,1,2,::1O:1O:2O,,1N3O2S:3O1S,,1L:1L,1,0.03000300030003
581,5,0,2,1,2,::1O:1O:2O,,1N3O2S:1O1S,,1L:1L,1,0.03000300030003
582,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
583,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
584,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,3S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
585,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
586,5,0,2,2,2,:1O:1O:1O:2O,,1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
587,5,0,2,2,2,:1O:1O:1O:2O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
588,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
589,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O1S,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
590,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
591,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
592,5,0,2,2,2,:1O:1O:1O:2O,,1O1S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
593,5,0,2,2,2,:1O:1O:1O:2O,,1O1S:2O1S,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
594,5,0,2,2,2,:1O:1O:1O:2O,,1N1O1S:1O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
595,5,0,2,2,2,:1O:1O:1O:1O,,:3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
596,5,0,2,2,2,:1O:1O:1O:1O,,:2O2S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
597,5,0,2,2,2,:1O:1O:1O:1O,,:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
598,5,0,2,2,2,:1O:1O:1O:1O,,:2O1S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
599,5,0,2,2,2,:1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
600,5,0,2,2,2,:1O:1O:1O:1O,,:1N1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
601,5,0,2,2,2,:1O:1O:1O:1O,,2O1S:3O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
602,5,0,2,2,2,:1O:1O:1O:1O,,1O:3O1S,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
603,5,0,2,2,2,:1O:1O:1O:1O,,1O:3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
604,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
605,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
606,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,3S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
607,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
608,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
609,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
610,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
611,5,0,2,1,2,::1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
612,5,0,2,1,2,::1O:1O:1O,,1N4O2S:2O,,1L:1L,1,0.03000300030003
613,5,0,2,2,2,:1O:1O:1O:2O,,1O:3O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
614,5,0,2,1,2,1O:1O:1O:2O:2O,,:1N1O1S,,1L:1L,1,0.03000300030003
615,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
616,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1N2O2S,,1L:1L,1,0.03000300030003
617,5,0,2,1,2,:1O:1O:1O:1O,,1N2O1S:1N4O2S,,1L:1L,1,0.03000300030003
618,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
619,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
620,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:1N2O2S,,1L:1L,1,0.03000300030003
621,5,0,2,1,2,1O:1O:2O:2O:2O,,:1O1S,,1L:1L,1,0.03000300030003
622,5,0,2,1,2,1O:1O:2O:2O:2O,,:1O,,1L:1L,1,0.03000300030003
623,5,0,2,1,2,1O:1O:1O:2O:2O,,:2O1S,,1L:1L,1,0.03000300030003
624,5,0,2,1,2,1O:1O:1O:2O:2O,,:2O,,1L:1L,1,0.03000300030003
625,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O1S,,1L:1L,1,0.03000300030003
626,5,0,2,1,2,1O:1O:1O:2O:2O,,:1N2O1S,,1L:1L,1,0.03000300030003
627,5,0,2,1,2,1O:1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
628,5,0,2,1,2,::1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
629,5,0,2,1,2,1O:1O:1O:2O:2O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
630,5,0,2,1,2,1O:1O:1O:2O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
631,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O2S,,1L:1L,1,0.03000300030003
632,5,0,2,1,2,1O:1O:1O:1O:2O,,:1N1O1S,,1L:1L,1,0.03000300030003
633,5,0,2,1,2,1O:1O:1O:1O:2O,,2O:2O,,1L:1L,1,0.03000300030003
634,5,0,2,1,2,1O:1O:1O:1O:2O,,2O1S:3O2S,,1L:1L,1,0.03000300030003
635,5,0,2,1,2,1O:1O:1O:1O:2O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
636,5,0,2,1,2,1O:1O:1O:1O:2O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
637,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
638,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
639,5,0,2,1,2,1O:1O:1O:1O:1O,,:3O1S,,1L:1L,1,0.03000300030003
640,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O2S,,1L:1L,1,0.03000300030003
641,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
642,5,0,2,1,2,:1O:1O:1O:1O,,1N3O1S:2O1S,,1L:1L,1,0.03000300030003
643,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,1,0.03000300030003
644,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O2S,,1L:1L,1,0.03000300030003
645,5,0,2,1,2,:1O:1O:2O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
646,5,0,2,1,2,:1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
647,5,0,2,1,2,:1O:1O:2O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
648,5,0,2,1,2,:1O:1O:2O:2O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
649,5,0,2,1,2,:1O:1O:1O:2O,,:2O2S,,1L:1L,1,0.03000300030003
650,5,0,2,1,2,:1O:1O:1O:2O,,:1O1S,,1L:1L,1,0.03000300030003
651,5,0,2,1,2,:1O:1O:1O:2O,,:1N1O1S,,1L:1L,1,0.03000300030003
652,5,0,2,1,2,:1O:1O:1O:2O,,2O1S:3O2S,,1L:1L,1,0.03000300030003
653,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
654,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:3O1S,,1L:1L,1,0.03000300030003
655,5,0,2,1,2,:1O:1O:1O:2O,,1N:1O,,1L:1L,1,0.03000300030003
656,5,0,2,1,2,:1O:1O:1O:2O,,1N4O2S:1O,,1L:1L,1,0.03000300030003
657,5,0,2,1,2,:1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
658,5,0,2,1,2,:1O:1O:1O:2O,,1N2O1S:2O1S,,1L:1L,1,0.03000300030003
659,5,0,2,1,2,:1O:1O:1O:2O,,1N2O1S:1N3O2S,,1L:1L,1,0.03000300030003
660,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
661,5,0,2,1,2,:1O:1O:1O:1O,,:2O2S,,1L:1L,1,0.03000300030003
662,5,0,2,1,2,:1O:1O:1O:1O,,:1O1S,,1L:1L,1,0.03000300030003
663,5,0,2,1,2,:1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
664,5,0,2,1,2,:1O:1O:1O:1O,,2O2S:3O2S,,1L:1L,1,0.03000300030003
665,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
666,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
667,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O2S,,1L:1L,1,0.03000300030003
668,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O2S,,1L:1L,1,0.03000300030003
669,5,0,2,1,2,:1O:1O:1O:1O,,1N:1O,,1L:1L,1,0.03000300030003
670,5,0,2,2,2,:1O:1O:1O:2O,,1O:2O1S,:::1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
671,5,0,2,2,2,:1O:1O:1O:2O,,2O1S:2O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
672,5,0,3,1,2,::1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
673,5,0,3,1,2,:1O:1O:1O:1O,,1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
674,5,0,3,1,2,:1O:1O:1O:2O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
675,5,0,3,1,2,:1O:1O:1O:2O,,1N1O1S:1N3O2S:1O,,1L:1L,1,0.03000300030003
676,5,0,3,1,2,:1O:1O:1O:1O,,::3O2S,,1L:1L,1,0.03000300030003
677,5,0,3,1,2,:1O:1O:1O:1O,,:1O:3O1S,,1L:1L,1,0.03000300030003
678,5,0,3,1,2,:1O:1O:1O:1O,,:1O:2O2S,,1L:1L,1,0.03000300030003
679,5,0,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
680,5,0,3,1,2,:1O:1O:1O:1O,,:1O1S:2O2S,,1L:1L,1,0.03000300030003
681,5,0,3,1,2,:1O:1O:1O:1O,,:1N3O2S:1O1S,,1L:1L,1,0.03000300030003
682,5,0,3,1,2,:1O:1O:1O:1O,,:1N2O2S:2O2S,,1L:1L,1,0.03000300030003
683,5,0,3,1,2,:1O:1O:1O:1O,,:1N2O2S:1O,,1L:1L,1,0.03000300030003
684,5,0,3,1,2,:1O:1O:1O:1O,,:1N1O1S:2O1S,,1L:1L,1,0.03000300030003
685,5,0,3,1,2,:1O:1O:1O:1O,,:1N1O1S:1O,,1L:1L,1,0.03000300030003
686,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:3O2S,,1L:1L,1,0.03000300030003
687,5,0,3,1,2,1O:1O:1O:1O:2O,,:2O:2O1S,,1L:1L,1,0.03000300030003
688,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
689,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
690,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:2O2S,,1L:1L,1,0.03000300030003
691,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
692,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
693,5,0,3,1,2,:1O:1O:1O:1O,,1O1S:2O1S:3O2S,,1L:1L,1,0.03000300030003
694,5,0,3,1,2,:1O:1O:1O:1O,,1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
695,5,0,3,1,2,:1O:1O:1O:1O,,1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
696,5,0,3,1,2,:1O:1O:1O:1O,,1N:1O:1O,,1L:1L,1,0.03000300030003
697,5,0,3,1,2,:1O:1O:1O:1O,,1N:1O1S:2O,,1L:1L,1,0.03000300030003
698,5,0,3,1,2,:1O:1O:1O:1O,,1N1O2S:1O:1O,,1L:1L,1,0.03000300030003
699,5,0,3,1,2,1O:1O:1O:2O:2O,,1N2O1S:1O:1O,,1L:1L,1,0.03000300030003
700,5,0,3,1,2,:1O:1O:1O:2O,,1N2O1S:1O:1O1S,,1L:1L,1,0.03000300030003
701,5,0,3,1,2,:1O:1O:1O:2O,,1N2O1S:1O:2O,,1L:1L,1,0.03000300030003
702,5,0,3,1,2,:1O:1O:1O:2O,,1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
703,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
704,5,0,3,1,2,::1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
705,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
706,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
707,5,0,3,1,2,::1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
708,5,0,3,1,2,::1O:1O:1O,,1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
709,5,0,3,1,2,::1O:1O:1O,,1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
710,5,0,3,1,2,::1O:1O:1O,,1O1S:1O1S:1O1S,,1L:1L,1,0.03000300030003
711,5,0,3,1,2,::1O:1O:1O,,1N4O2S:1O:1O,,1L:1L,1,0.03000300030003
712,5,0,3,1,2,::1O:1O:1O,,1N1O1S:2O:2O,,1L:1L,1,0.03000300030003
713,5,0,3,1,2,::1O:1O:1O,,1N1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
714,5,0,3,1,2,::1O:1O:1O,,1N1O1S:1N2O2S:1O,,1L:1L,1,0.03000300030003
715,5,0,3,1,2,:1O:1O:2O:2O,,::2O2S,,1L:1L,1,0.03000300030003
716,5,0,3,1,2,:1O:1O:2O:2O,,:1N3O2S:1O,,1L:1L,1,0.03000300030003
717,5,0,3,1,2,:1O:1O:2O:2O,,1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
718,5,0,3,1,2,:1O:1O:1O:2O,,:2O:2O,,1L:1L,1,0.03000300030003
719,5,0,3,1,2,:1O:1O:1O:2O,,:2O1S:2O2S,,1L:1L,1,0.03000300030003
720,5,0,3,1,2,:1O:1O:1O:2O,,:1O:1O1S,,1L:1L,1,0.03000300030003
721,5,0,3,1,2,:1O:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
722,5,0,3,1,2,:1O:1O:1O:2O,,:1O1S:1O1S,,1L:1L,1,0.03000300030003
723,5,0,3,1,2,:1O:1O:1O:2O,,:1N2O2S:1O,,1L:1L,1,0.03000300030003
724,5,0,3,1,2,:1O:1O:1O:2O,,1O:2O:3O,,1L:1L,1,0.03000300030003
725,5,0,3,1,2,:1O:1O:1O:2O,,1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
726,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
727,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
728,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
729,5,0,3,1,2,1O:1O:1O:2O:2O,,1N1O:1N1O1S:1O,,1L:1L,1,0.03000300030003
730,5,0,3,1,2,1O:1O:1O:1O:2O,,:1O:2O1S,,1L:1L,1,0.03000300030003
731,5,0,2,2,2,:1O:1O:1O:2O,,2O:2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
732,5,0,2,2,2,:1O:1O:2O:2O,,:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
733,5,0,2,2,2,::1O:1O:2O,,1O:2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
734,5,0,2,2,2,::1O:1O:2O,,1O:1O,3S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
735,5,0,2,2,2,::1O:1O:2O,,1O1S:2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
736,5,0,2,2,2,::1O:1O:1O,,:2O1S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
737,5,0,2,2,2,::1O:1O:1O,,:2O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
738,5,0,2,2,2,::1O:1O:1O,,:1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
739,5,0,2,2,2,::1O:1O:1O,,1O:1O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
740,5,0,2,2,2,::1O:1O:1O,,1O1S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
741,5,0,2,2,2,::1O:1O:1O,,1O1S:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
