,num_dol,num_tfetfe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfetfe,atoms_tfsi,atoms_ps,atoms_li,count,%
1862,3,0,2,2,2,1O:1O:1O,,:1N1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1863,3,0,2,2,2,1O:1O:1O,,2O1S:2O2S,::1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1864,3,0,2,2,2,1O:1O:1O,,1N4O2S:3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1865,3,0,2,2,2,1O:1O:1O,,1N2O1S:1N3O2S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1866,3,0,2,1,3,1O:1O:2O,,1O:2O1S,,1L:1L:1L,1,0.03000300030003
1867,3,0,2,1,2,:1O:2O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
1868,3,0,2,1,2,1O:2O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
1869,3,0,2,1,2,1O:2O:2O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
1870,3,0,2,1,2,1O:1O:2O,,2O:2O1S,,1L:1L,1,0.03000300030003
1871,3,0,2,1,2,1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
1872,3,0,2,1,2,1O:1O:2O,,1N1O1S:1N3O2S,,1L:1L,1,0.03000300030003
1873,3,0,2,4,2,1O:1O:1O,,:,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1874,3,0,2,4,2,1O:1O:2O,,2O1S:2O1S,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1875,3,0,2,4,2,:1O:1O,,1O1S:2O1S,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1876,3,0,3,1,2,1O:1O:1O,,1N2O1S:2O1S:3O2S,,1L:1L,1,0.03000300030003
1877,3,0,3,1,2,1O:1O:2O,,1N1O1S:1O:1O1S,,1L:1L,1,0.03000300030003
1878,3,0,3,1,2,1O:1O:2O,,1N1O1S:1N1O1S:2O1S,,1L:1L,1,0.03000300030003
1879,3,0,3,1,2,1O:1O:2O,,1N1O1S:1N1O1S:1O,,1L:1L,1,0.03000300030003
1880,3,0,3,1,2,1O:1O:1O,,:1O1S:2O1S,,1L:1L,1,0.03000300030003
1881,3,0,3,1,2,1O:1O:1O,,:1N1O1S:1O1S,,1L:1L,1,0.03000300030003
1882,3,0,3,1,2,1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
1883,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
1884,3,0,3,1,2,1O:1O:1O,,1O1S:2O:2O,,1L:1L,1,0.03000300030003
1885,3,0,3,1,2,1O:1O:1O,,1O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
1886,3,0,3,1,2,1O:1O:1O,,1O1S:1O1S:3O1S,,1L:1L,1,0.03000300030003
1887,3,0,3,1,2,1O:1O:1O,,1O1S:1O1S:1O1S,,1L:1L,1,0.03000300030003
1888,3,0,3,1,2,1O:1O:1O,,1N4O2S:1O:2O1S,,1L:1L,1,0.03000300030003
1889,3,0,3,1,2,1O:1O:1O,,1N3O2S:1O:2O1S,,1L:1L,1,0.03000300030003
1890,3,0,3,1,2,1O:1O:1O,,1N3O2S:1N3O2S:2O1S,,1L:1L,1,0.03000300030003
1891,3,0,3,1,2,1O:1O:1O,,1N1O:1O:2O1S,,1L:1L,1,0.03000300030003
1892,3,0,2,4,2,:1O:1O,,1O:1O1S,::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1893,3,0,3,1,2,1O:1O:1O,,1N1O:1O:1O1S,,1L:1L,1,0.03000300030003
1894,3,0,3,1,2,1O:1O:1O,,1N1O2S:1O:3O1S,,1L:1L,1,0.03000300030003
1895,3,0,3,1,2,1O:1O:1O,,1N1O2S:1O1S:3O2S,,1L:1L,1,0.03000300030003
1896,3,0,3,1,2,1O:1O:1O,,1N1O1S:2O:2O,,1L:1L,1,0.03000300030003
1897,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O1S:3O1S,,1L:1L,1,0.03000300030003
1898,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
1899,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O1S:1O1S,,1L:1L,1,0.03000300030003
1900,3,0,3,1,2,1O:1O:1O,,1N1O1S:1N2O2S:2O1S,,1L:1L,1,0.03000300030003
1901,3,0,2,4,3,:1O:1O,,1O:1O,::1S:1S:1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:4S:4S:4S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
1902,3,0,2,4,3,1O:1O:1O,,1O:1O1S,:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1903,3,0,2,4,3,1O:1O:1O,,1O:1O1S,:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1904,3,0,2,4,3,1O:1O:1O,,1O1S:1O1S,:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1905,3,0,2,4,2,:1O:2O,,:1O1S,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1906,3,0,2,4,2,:1O:1O,,:1O1S,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1907,4,0,1,4,2,:1O:1O:2O,,1O1S,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1908,4,0,1,4,2,:1O:1O:2O,,1O1S,:::::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1909,5,0,0,4,2,::1O:1O:2O,,,::::1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1910,4,1,0,3,2,1O:1O:2O:2O,,,::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1911,4,1,0,1,1,:1O:1O:1O,1O,,,1L,1,0.03000300030003
1912,4,1,0,1,2,1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1913,4,1,0,1,2,1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
1914,4,1,0,2,2,1O:1O:1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1915,4,1,0,2,2,1O:1O:1O:1O,1O,,2S:2S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1916,4,1,0,3,2,1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1917,4,1,0,3,2,:1O:1O:1O,,,:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1918,4,1,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
1919,4,1,1,1,1,1O:1O:1O:2O,1O,2O1S,,1L,1,0.03000300030003
1920,4,1,1,1,1,:1O:1O:2O,,,,1L,1,0.03000300030003
1921,4,1,1,1,1,:1O:1O:2O,,1O,,1L,1,0.03000300030003
1922,4,1,1,1,1,:1O:2O:2O,1O,,,1L,1,0.03000300030003
1923,4,1,1,1,2,1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1924,4,1,1,1,2,1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
1925,4,1,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
1926,4,0,5,1,2,:1O:1O:1O,,:1O:1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
1927,4,0,5,1,2,1O:1O:1O:2O,,:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1928,4,0,4,1,3,1O:1O:1O:1O,,1N3O1S:1O:1O:1O1S,,1L:1L:1L,1,0.03000300030003
1929,4,0,4,1,2,::1O:2O,,1N1O1S:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1930,4,0,4,1,2,::1O:1O,,:1O:1O1S:2O,,1L:1L,1,0.03000300030003
1931,4,0,4,1,2,::1O:1O,,1N1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1932,4,0,4,1,2,::1O:1O,,1N1O1S:1O:2O:2O1S,,1L:1L,1,0.03000300030003
1933,4,0,4,1,2,::1O:1O,,1N1O1S:1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1934,4,0,4,1,2,::1O:1O,,1N1O1S:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1935,4,0,4,1,2,::1O:1O,,1N1O1S:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1936,4,0,4,1,2,::1O:1O,,1N1O1S:1O:1O:1O,,1L:1L,1,0.03000300030003
1937,4,0,4,1,2,::1O:1O,,1N1O1S:1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
1938,4,0,4,1,2,:1O:2O:2O,,1N1O1S:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1939,4,0,4,1,2,:1O:1O:2O,,1O:1O:2O:2O1S,,1L:1L,1,0.03000300030003
1940,4,0,4,1,2,:1O:1O:2O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1941,4,0,4,1,2,:1O:1O:2O,,1O:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1942,4,1,1,1,2,1O:1O:1O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
1943,4,1,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
1944,4,0,4,1,2,:1O:1O:2O,,1N1O1S:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1945,4,1,1,3,2,:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1946,4,1,1,2,2,:1O:1O:1O,,1O1S,2S:3S:3S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
1947,4,1,1,2,2,:1O:1O:1O,1O,1O,2S:2S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1948,4,1,1,2,2,:1O:1O:2O,,1O,2S:2S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1949,4,1,1,2,2,::1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1950,4,1,1,2,3,1O:1O:1O:1O,,3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1951,4,1,1,3,2,1O:1O:1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1952,4,1,1,3,2,:1O:1O:2O,,1O,:1S:1S:2S:2S:2S:2S:2S:3S:3S:4S:4S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
1953,4,1,1,1,2,1O:1O:1O:2O,1O,1N3O2S,,1L:1L,1,0.03000300030003
1954,4,1,1,3,2,:1O:1O:2O,,1O1S,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1955,4,1,1,3,2,::1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1956,4,1,1,4,2,::1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1957,4,1,2,1,1,::1O:1O,1O,:,,1L,1,0.03000300030003
1958,4,1,2,1,1,:::1O,,1N2O1S:1O,,1L,1,0.03000300030003
1959,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
1960,4,1,1,2,2,:1O:1O:1O,,1O,3S:3S:3S:4S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
1961,4,1,1,2,2,:1O:1O:1O,,1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1962,4,1,1,2,2,:1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1963,4,1,1,2,2,1O:1O:2O:2O,,2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1964,4,1,1,2,2,1O:1O:1O:2O,,2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1965,4,1,1,2,2,1O:1O:1O:1O,,1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1966,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1967,4,1,1,2,2,1O:1O:1O:1O,,1N2O1S,:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1968,4,1,1,2,1,:1O:1O:2O,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1969,4,1,1,2,1,:1O:1O:2O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1970,4,1,1,1,3,:1O:1O:2O,,1N3O2S,,1L:1L:1L,1,0.03000300030003
1971,4,1,1,1,2,:1O:1O:2O,,1N4O2S,,1L:1L,1,0.03000300030003
1972,4,1,1,1,2,:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
1973,4,1,1,1,2,:1O:1O:1O,1O,1N3O2S,,1L:1L,1,0.03000300030003
1974,4,1,1,1,2,1O:1O:2O:2O,,2O1S,,1L:1L,1,0.03000300030003
1975,4,1,1,1,2,1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
1976,4,1,1,1,2,1O:1O:1O:2O,1O,2O1S,,1L:1L,1,0.03000300030003
1977,4,0,4,1,2,:1O:1O:2O,,1O:1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
1978,4,0,4,1,2,:1O:1O:1O,,:1O:1O:2O2S,,1L:1L,1,0.03000300030003
1979,4,0,3,1,2,:1O:1O:2O,,1N3O2S:2O1S:2O1S,,1L:1L,1,0.03000300030003
1980,4,0,3,1,3,1O:1O:1O:2O,,1O:1O:2O1S,,1L:1L:1L,1,0.03000300030003
1981,4,0,3,1,2,::1O:1O,,1N3O2S:1O:1O1S,,1L:1L,1,0.03000300030003
1982,4,0,3,1,2,::1O:1O,,1N4O2S:1O:2O1S,,1L:1L,1,0.03000300030003
1983,4,0,3,1,2,::1O:1O,,1O1S:2O:2O,,1L:1L,1,0.03000300030003
1984,4,0,3,1,2,::1O:1O,,2O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
1985,4,0,3,1,2,::1O:1O,,2O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1986,4,0,3,1,3,1O:1O:1O:2O,,1N2O1S:1O:2O1S,,1L:1L:1L,1,0.03000300030003
1987,4,0,3,2,2,1O:1O:1O:1O,,1N1O1S:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1988,4,0,3,2,2,:1O:1O:2O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1989,4,0,3,2,2,1O:1O:1O:2O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1990,4,0,3,2,2,1O:1O:1O:2O,,:1N1O1S:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1991,4,0,3,2,2,:1O:1O:1O,,1O:1O1S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1992,4,0,3,2,2,:1O:1O:1O,,1O:2O:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1993,4,0,3,2,2,:1O:1O:1O,,:1O:1O,:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1994,4,0,3,2,2,:1O:1O:1O,,:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1995,4,0,3,1,2,::1O:1O,,1N1O1S:1O:1O1S,,1L:1L,1,0.03000300030003
1996,4,0,3,1,2,::1O:1O,,1N1O1S:1N3O2S:1O,,1L:1L,1,0.03000300030003
1997,4,0,3,1,2,:1O:2O:2O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
1998,4,0,3,1,2,:1O:2O:2O,,1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
1999,4,0,3,1,2,:1O:2O:2O,,1N2O2S:1O:2O1S,,1L:1L,1,0.03000300030003
2000,4,0,3,1,2,:1O:2O:2O,,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
2001,4,0,3,1,2,:1O:1O:2O,,:2O1S:2O1S,,1L:1L,1,0.03000300030003
2002,4,0,3,1,2,:1O:1O:2O,,:1O:2O2S,,1L:1L,1,0.03000300030003
2003,4,0,3,1,2,:1O:1O:2O,,:1O1S:2O,,1L:1L,1,0.03000300030003
2004,4,0,3,1,2,:1O:1O:2O,,:1N3O2S:1O,,1L:1L,1,0.03000300030003
2005,4,0,3,1,2,:1O:1O:2O,,2O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
2006,4,0,3,1,2,:1O:1O:2O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
2007,4,0,3,1,2,:1O:1O:2O,,1O:2O:2O,,1L:1L,1,0.03000300030003
2008,4,0,3,1,2,:1O:1O:2O,,1O:1O:2O2S,,1L:1L,1,0.03000300030003
2009,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
2010,4,0,3,1,2,:1O:1O:2O,,1O:1O1S:2O2S,,1L:1L,1,0.03000300030003
2011,4,0,3,1,2,:1O:1O:2O,,1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
2012,4,0,3,2,2,:1O:1O:1O,,:1O:1O1S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
2013,4,0,3,2,2,::1O:1O,,1O1S:1O1S:2O1S,3S:4S:5S:5S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
2014,4,0,4,1,2,:1O:1O:1O,,:1O:1O:2O1S,,1L:1L,1,0.03000300030003
2015,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
2016,4,0,4,1,2,:1O:1O:1O,,1N1O1S:1N1O1S:1O:1O1S,,1L:1L,1,0.03000300030003
2017,4,0,4,1,2,:1O:1O:1O,,1N1O1S:1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
2018,4,0,4,1,2,:1O:1O:1O,,1O:1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
2019,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O1S:2O,,1L:1L,1,0.03000300030003
2020,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
2021,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:1O1S,,1L:1L,1,0.03000300030003
2022,4,0,4,1,2,:1O:1O:1O,,1O:1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
2023,4,0,3,2,2,::1O:1O,,1O1S:2O1S:2O1S,2S:2S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2024,4,0,4,1,2,:1O:1O:1O,,:1N1O1S:1O:2O,,1L:1L,1,0.03000300030003
2025,4,0,4,1,2,:1O:1O:1O,,:1N1O1S:1O:2O1S,,1L:1L,1,0.03000300030003
2026,4,0,4,1,2,:1O:1O:1O,,:1N1O2S:1O:1O1S,,1L:1L,1,0.03000300030003
2027,4,0,4,1,2,:1O:1O:1O,,:1N1O:1N4O2S:1O,,1L:1L,1,0.03000300030003
2028,4,0,4,1,2,:1O:1O:1O,,:1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
2029,4,0,4,1,2,:1O:1O:1O,,:1O:1O:2O,,1L:1L,1,0.03000300030003
2030,4,0,4,1,2,1O:1O:1O:2O,,1O:1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
2031,4,0,4,1,2,1O:1O:1O:2O,,1O:1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
2032,4,0,4,1,2,1O:1O:1O:2O,,1N1O1S:1O:1O:1O1S,,1L:1L,1,0.03000300030003
2033,4,0,4,1,2,1O:1O:1O:1O,,::1O:2O2S,,1L:1L,1,0.03000300030003
2034,4,0,4,1,2,1O:1O:1O:1O,,:1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
2035,4,0,4,1,2,1O:1O:1O:1O,,1N1O1S:1O:1O:1O1S,,1L:1L,1,0.03000300030003
2036,4,0,4,1,2,1O:1O:1O:1O,,1N1O1S:1O:1O:1O,,1L:1L,1,0.03000300030003
2037,4,0,3,4,3,:1O:1O:1O,,:1O:2O1S,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
2038,4,0,3,3,2,:1O:1O:1O,,1O:1O:2O1S,1S:1S:1S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2039,4,0,3,2,3,:1O:1O:1O,,1O:2O1S:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
2040,4,0,3,2,3,:1O:1O:1O,,1O:2O1S:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
2041,4,0,3,2,2,::1O:1O,,1O:1O:2O1S,3S:4S:5S:5S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
2042,4,0,3,2,2,::1O:1O,,1O:1O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2043,4,0,3,2,2,::1O:1O,,1O:1O1S:2O1S,3S:4S:5S:5S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
2044,4,0,3,2,2,::1O:1O,,1O:1O1S:2O1S,3S:4S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2045,4,0,3,2,2,::1O:1O,,1O:1O1S:2O1S,3S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2046,4,0,3,2,2,::1O:1O,,1O:1O1S:2O1S,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2047,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
2048,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
2049,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:3O1S,,1L:1L,1,0.03000300030003
2050,4,2,0,1,1,1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
2051,4,1,3,1,2,:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
2052,4,1,3,1,2,::1O:1O,,1N2O1S:1N4O2S:2O1S,,1L:1L,1,0.03000300030003
2053,4,1,3,2,2,:1O:1O:1O,,:1O:1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2054,4,1,4,1,2,1O:1O:1O:1O,,1O:1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
2055,4,1,4,1,2,:1O:1O:1O,,1O:1O:1O:1O1S,,1L:1L,1,0.03000300030003
2056,4,1,4,1,2,::1O:1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
2057,4,2,0,1,1,:1O:2O:2O,:1O,,,1L,1,0.03000300030003
2058,4,2,1,1,1,::1O:1O,:,1O,,1L,1,0.03000300030003
2059,4,2,0,2,2,1O:1O:1O:1O,:,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2060,4,2,1,1,1,1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
2061,4,2,1,1,1,1O:1O:1O:2O,1O:1O,,,1L,1,0.03000300030003
2062,4,2,1,1,1,1O:1O:1O:2O,:,2O,,1L,1,0.03000300030003
2063,4,2,1,1,1,:1O:1O:1O,:,,,1L,1,0.03000300030003
2064,4,2,1,1,1,:1O:1O:1O,:,1N1O1S,,1L,1,0.03000300030003
2065,4,1,3,1,2,:1O:1O:2O,,1O:1O:2O2S,,1L:1L,1,0.03000300030003
2066,4,1,3,1,2,:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
2067,4,1,3,1,2,:1O:1O:2O,,1O:1O1S:1O1S,,1L:1L,1,0.03000300030003
2068,4,1,3,1,2,:1O:1O:2O,,1O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
2069,4,1,3,1,2,:1O:1O:2O,,1N3O2S:1O:1O,,1L:1L,1,0.03000300030003
2070,4,1,3,1,2,:1O:1O:2O,,1N3O1S:1O:1O,,1L:1L,1,0.03000300030003
2071,4,1,3,1,2,:1O:1O:2O,,1N2O2S:1O:1O1S,,1L:1L,1,0.03000300030003
2072,4,1,3,1,2,:1O:1O:2O,,1N2O1S:1O:2O1S,,1L:1L,1,0.03000300030003
2073,4,1,3,1,2,:1O:1O:1O,1O,1O:1O:1O1S,,1L:1L,1,0.03000300030003
2074,4,1,3,1,2,:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
2075,4,1,3,1,2,:1O:1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
2076,4,1,3,1,2,:1O:1O:1O,,1O:1O1S:3O1S,,1L:1L,1,0.03000300030003
2077,4,1,3,1,2,:1O:1O:1O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
2078,4,1,3,1,2,:1O:1O:1O,,1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
2079,4,1,3,1,2,:1O:1O:1O,,1O1S:2O:2O,,1L:1L,1,0.03000300030003
2080,4,1,3,1,2,:1O:1O:1O,,1O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
2081,4,1,3,1,2,:1O:1O:1O,,1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
2082,4,2,1,1,1,:1O:1O:2O,:1O,,,1L,1,0.03000300030003
2083,4,2,1,1,1,::2O:2O,:,1O,,1L,1,0.03000300030003
2084,4,1,2,1,2,1O:1O:1O:1O,,1N2O1S:2O,,1L:1L,1,0.03000300030003
2085,5,0,0,1,2,1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
2086,4,2,3,1,2,:1O:1O:1O,:,1O:1O:1O,,1L:1L,1,0.03000300030003
2087,4,3,0,1,1,1O:1O:1O:1O,::1O,,,1L,1,0.03000300030003
2088,4,3,1,1,1,:1O:1O:1O,::1O,,,1L,1,0.03000300030003
