,num_dol,num_hme,num_tfsi,num_ps,num_li,atoms_dol,atoms_hme,atoms_tfsi,atoms_ps,atoms_li,count,%
1405,6,0,1,1,2,::1O:1O:2O:2O,,2O1S,,1L:1L,1,0.03000300030003
1406,6,0,1,1,2,::1O:2O:2O:2O,,2O,,1L:1L,1,0.03000300030003
1407,6,0,1,1,2,:::1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
1408,6,0,1,2,2,1O:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1409,6,0,1,2,2,1O:1O:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1410,6,0,1,2,2,1O:1O:1O:1O:1O:1O,,1O1S,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1411,6,0,1,1,2,:1O:1O:1O:2O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
1412,6,0,1,1,2,:1O:1O:1O:1O:2O,,3O2S,,1L:1L,1,0.03000300030003
1413,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
1414,6,0,1,1,2,:1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
1415,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
1416,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1N1O,,1L:1L,1,0.03000300030003
1417,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
1418,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
1419,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
1420,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O1S,,1L:1L,1,0.03000300030003
1421,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,2O1S,,1L:1L,1,0.03000300030003
1422,6,0,1,1,2,1O:1O:1O:2O:2O:2O,,1O,,1L:1L,1,0.03000300030003
1423,6,0,1,1,2,1O:1O:1O:2O:2O:2O,,2O,,1L:1L,1,0.03000300030003
1424,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
1425,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1426,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
1427,6,0,1,1,2,:1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
1428,6,0,1,1,2,:1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
1429,6,0,1,1,2,:1O:1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
1430,6,0,1,2,2,1O:1O:1O:1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1431,6,0,1,2,2,1O:1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1432,6,0,2,1,1,:::1O:1O:2O,,:2O1S,,1L,1,0.03000300030003
1433,6,0,1,2,2,::1O:1O:2O:2O,,2O1S,2S:2S:3S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1434,6,0,1,2,2,::1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1435,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,1S:1S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1436,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1437,6,0,1,2,2,::1O:1O:1O:1O,,2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1438,6,0,1,2,2,::1O:1O:1O:1O,,3O2S,:::1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
1439,6,0,1,2,2,::1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1440,6,0,1,2,2,::1O:1O:1O:2O,,2O2S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1441,6,0,1,2,3,:1O:1O:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1442,6,0,1,2,2,1O:1O:1O:1O:1O:2O,,1O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1443,6,0,1,2,3,:1O:1O:1O:2O:2O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
1444,6,0,1,2,3,:1O:1O:2O:2O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1445,6,0,1,2,3,::1O:1O:2O:2O,,1O,3S:3S:4S:4S:4S:5S:5S:5S,1L:1L:1L,1,0.03000300030003
1446,6,0,2,1,1,1O:1O:1O:1O:1O:2O,,:2O,,1L,1,0.03000300030003
1447,6,0,2,1,1,:1O:1O:1O:1O:2O,,:,,1L,1,0.03000300030003
1448,6,0,2,1,1,::1O:1O:1O:2O,,1O:2O1S,,1L,1,0.03000300030003
1449,6,0,2,1,1,:::1O:1O:1O,,:1O,,1L,1,0.03000300030003
1450,6,0,1,2,2,::1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1451,6,0,1,2,2,:1O:1O:1O:2O:2O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1452,6,0,1,2,2,:1O:1O:1O:2O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1453,6,0,1,2,2,:1O:1O:1O:2O:2O,,1N1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1454,6,0,1,2,2,1O:1O:1O:1O:1O:2O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1455,6,0,1,2,2,1O:1O:1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1456,6,0,1,2,2,1O:1O:1O:2O:2O:2O,,1O,1S:1S:1S:1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
1457,6,0,1,2,2,:1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1458,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1459,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1460,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O1S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1461,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1462,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1463,6,0,1,2,2,:1O:1O:1O:1O:2O,,,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1464,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1465,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1466,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1467,6,0,1,2,2,:1O:1O:1O:1O:2O,,2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1468,6,0,1,2,2,:1O:1O:1O:2O:2O,,,::1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1469,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1470,4,2,2,1,2,:1O:1O:1O,1O:1O,1O1S:1O1S,,1L:1L,1,0.03000300030003
1471,4,5,0,1,1,:::1O,::::1O,,,1L,1,0.03000300030003
1472,3,2,1,2,2,1O:1O:1O,:1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1473,3,2,1,2,1,::1O,:1O,,1S:1S:2S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
1474,3,2,1,2,2,1O:1O:1O,1O:1O,1O1S,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1475,3,2,1,2,2,1O:1O:1O,1O:1O,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1476,3,2,1,2,2,1O:1O:1O,:,1N1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1477,3,2,1,2,2,1O:1O:1O,:,3O1S,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1478,3,2,1,2,2,1O:1O:1O,:,3O2S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1479,3,2,1,2,2,1O:1O:1O,:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1480,3,2,1,2,2,1O:1O:1O,:1O,2O1S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1481,3,2,1,2,1,:2O:2O,1O:1O,1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1482,3,2,1,2,2,1O:1O:1O,:1O,2O2S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1483,3,2,1,2,2,1O:1O:1O,:1O,3O2S,3S:3S:4S:4S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
1484,3,2,1,2,2,1O:1O:2O,1O:1O,1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1485,3,2,1,2,2,1O:1O:2O,1O:1O,1O1S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1486,3,2,1,2,2,1O:1O:2O,:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1487,3,2,1,2,2,:1O:1O,1O:1O,1N2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1488,3,2,1,2,2,:1O:1O,1O:1O,1N2O2S,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1489,3,2,1,2,1,::1O,1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1490,3,2,1,1,2,:2O:2O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
1491,3,2,1,1,2,1O:1O:1O,:1O,2O1S,,1L:1L,1,0.03000300030003
1492,3,2,1,1,2,1O:2O:2O,1O:1O,2O,,1L:1L,1,0.03000300030003
1493,3,2,1,1,2,1O:1O:2O,1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1494,3,2,1,1,2,1O:1O:2O,1O:1O,2O,,1L:1L,1,0.03000300030003
1495,3,2,1,1,2,1O:1O:2O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
1496,3,2,1,1,2,1O:1O:2O,:1O,1N3O2S,,1L:1L,1,0.03000300030003
1497,3,2,1,1,2,1O:1O:2O,:1O,2O1S,,1L:1L,1,0.03000300030003
1498,3,2,1,1,2,1O:2O:2O,1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
1499,3,2,1,1,2,1O:2O:2O,1O:1O,1O,,1L:1L,1,0.03000300030003
1500,3,2,1,1,2,1O:2O:2O,:1O,1N1O,,1L:1L,1,0.03000300030003
1501,3,2,1,1,2,:2O:2O,1O:1O,1O,,1L:1L,1,0.03000300030003
1502,3,2,1,1,2,:1O:1O,1O:1O,1N2O1S,,1L:1L,1,0.03000300030003
1503,3,2,1,1,2,:1O:1O,1O:1O,1N4O2S,,1L:1L,1,0.03000300030003
1504,3,2,1,1,2,:1O:1O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
1505,3,2,1,1,2,:1O:1O,1O:1O,2O2S,,1L:1L,1,0.03000300030003
1506,3,2,1,1,2,:1O:2O,1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
1507,3,2,1,1,2,:1O:2O,1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1508,3,2,1,1,2,:1O:2O,1O:1O,2O,,1L:1L,1,0.03000300030003
1509,3,2,1,2,2,:1O:1O,1O:1O,1N2O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1510,3,2,1,2,2,:1O:1O,1O:1O,1N3O1S,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1511,3,2,1,2,2,:1O:1O,1O:1O,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1512,3,2,2,1,2,1O:1O:1O,1O:1O,2O:2O1S,,1L:1L,1,0.03000300030003
1513,3,2,1,3,2,:1O:1O,:,2O1S,:::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1514,3,2,2,1,1,:1O:1O,1O:1O,:1O1S,,1L,1,0.03000300030003
1515,3,2,2,1,1,::1O,1O:1O,1N1O:1O1S,,1L,1,0.03000300030003
1516,3,2,2,1,1,::1O,:,1O1S:2O,,1L,1,0.03000300030003
1517,3,2,2,1,1,::2O,:1O,:2O1S,,1L,1,0.03000300030003
1518,3,2,2,1,2,1O:1O:1O,1O:1O,1O1S:2O1S,,1L:1L,1,0.03000300030003
1519,3,2,2,1,2,1O:1O:1O,1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1520,3,2,2,1,2,1O:1O:1O,1O:1O,:2O1S,,1L:1L,1,0.03000300030003
1521,3,2,1,2,2,:1O:1O,1O:1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1522,3,2,2,1,2,1O:1O:1O,:1O,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
1523,3,2,2,1,2,1O:1O:1O,:1O,1N1O1S:2O,,1L:1L,1,0.03000300030003
1524,3,2,2,1,2,1O:1O:1O,:1O,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
1525,3,2,2,1,2,1O:1O:1O,:1O,1N2O1S:1O,,1L:1L,1,0.03000300030003
1526,3,2,2,1,2,1O:1O:1O,:1O,1N2O2S:1O,,1L:1L,1,0.03000300030003
1527,3,2,2,1,2,1O:1O:1O,:1O,1N3O1S:1O1S,,1L:1L,1,0.03000300030003
1528,3,2,2,1,2,1O:1O:1O,:1O,1O1S:1O1S,,1L:1L,1,0.03000300030003
1529,3,2,1,3,2,:1O:1O,:,1O1S,:::1S:1S:2S:2S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1530,3,2,1,3,2,1O:1O:2O,:,1O1S,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1531,3,2,1,3,2,1O:1O:2O,:,1O,:::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1532,3,2,1,2,3,:1O:2O,1O:1O,1N3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1533,3,2,1,2,2,:1O:1O,:1O,1N3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1534,3,2,1,2,2,:1O:1O,:1O,1N3O2S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1535,3,2,1,2,2,:1O:1O,:1O,1N4O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1536,3,2,1,2,2,:1O:1O,:1O,2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1537,3,2,1,2,2,:1O:2O,1O:1O,1N1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1538,3,2,1,2,2,::1O,1O:1O,1N1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1539,3,2,1,2,2,::1O,1O:1O,1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1540,3,2,1,2,2,::1O,1O:1O,1O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1541,3,2,1,2,2,::1O,1O:1O,1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1542,3,2,1,2,2,::1O,1O:1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1543,3,2,1,2,2,::1O,1O:1O,2O1S,2S:2S:3S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1544,3,2,1,2,2,::1O,1O:1O,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1545,3,2,1,2,2,::1O,1O:1O,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1546,3,2,1,2,2,::2O,1O:1O,2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1547,3,2,1,2,3,1O:1O:1O,:1O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1548,3,2,1,1,2,1O:1O:2O,1O:1O,,,1L:1L,1,0.03000300030003
1549,3,2,1,1,2,1O:1O:1O,:1O,2O,,1L:1L,1,0.03000300030003
1550,3,2,2,1,2,1O:1O:1O,:1O,2O:3O1S,,1L:1L,1,0.03000300030003
1551,3,1,2,2,2,:1O:1O,1O,1O1S:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1552,3,1,2,2,2,:1O:1O,,1O1S:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1553,3,1,2,2,2,:1O:1O,,1O1S:3O2S,3S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1554,3,1,2,2,2,:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1555,3,1,2,2,2,:1O:1O,,1O:1O1S,4S:5S:5S:5S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
1556,3,1,2,2,2,:1O:1O,,1O:2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1557,3,1,2,2,2,:1O:1O,,1O:3O2S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1558,3,1,2,2,2,:1O:1O,,2O1S:2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1559,3,1,2,2,2,:1O:1O,1O,2O1S:2O2S,1S:2S:2S:2S:2S:3S:4S:4S,1L:1L,1,0.03000300030003
1560,3,1,2,2,2,1O:1O:2O,1O,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1561,3,1,2,2,2,:1O:1O,1O,2O1S:3O1S,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1562,3,1,2,2,2,:1O:1O,1O,2O1S:3O2S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1563,3,1,2,2,2,:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1564,3,1,2,2,2,:1O:2O,,1O:2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1565,3,1,2,2,2,:1O:2O,1O,:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1566,3,1,2,3,2,1O:2O:2O,,:2O1S,::1S:1S:2S:2S:2S:3S:3S:4S:4S:4S:5S:5S:6S:6S,1L:1L,1,0.03000300030003
1567,3,1,3,1,2,1O:1O:1O,,1N3O1S:1O:2O1S,,1L:1L,1,0.03000300030003
1568,3,1,2,2,2,:1O:1O,,1N3O2S:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1569,3,1,2,2,2,1O:1O:1O,1O,2O:2O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1570,3,2,1,1,2,1O:1O:1O,:1O,1N3O2S,,1L:1L,1,0.03000300030003
1571,3,1,2,1,2,:1O:2O,1O,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
1572,3,1,2,1,2,1O:2O:2O,1O,2O1S:2O1S,,1L:1L,1,0.03000300030003
1573,3,1,2,1,2,1O:2O:2O,1O,:2O1S,,1L:1L,1,0.03000300030003
1574,3,1,2,1,2,:1O:1O,,:1N2O2S,,1L:1L,1,0.03000300030003
1575,3,1,2,1,2,:1O:1O,1O,1N1O1S:1O,,1L:1L,1,0.03000300030003
1576,3,1,2,1,2,:1O:1O,1O,1N3O2S:2O1S,,1L:1L,1,0.03000300030003
1577,3,1,2,1,2,:1O:1O,1O,1N3O2S:2O2S,,1L:1L,1,0.03000300030003
1578,3,1,2,1,2,:1O:1O,1O,1N4O2S:1O,,1L:1L,1,0.03000300030003
1579,3,1,2,1,2,:1O:2O,1O,1O1S:1O1S,,1L:1L,1,0.03000300030003
1580,3,1,2,2,2,1O:1O:1O,1O,1O:2O1S,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1581,3,1,2,1,2,:1O:2O,1O,1O:2O2S,,1L:1L,1,0.03000300030003
1582,3,1,2,1,2,:1O:2O,1O,2O:2O1S,,1L:1L,1,0.03000300030003
1583,3,1,2,1,3,1O:1O:1O,1O,1N3O2S:2O1S,,1L:1L:1L,1,0.03000300030003
1584,3,1,2,2,2,1O:1O:1O,,1N2O1S:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1585,3,1,2,2,2,1O:1O:1O,,1O:2O1S,::1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1586,3,1,2,2,2,1O:1O:1O,1O,1N2O1S:1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1587,3,1,2,2,2,1O:1O:1O,1O,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1588,3,1,3,1,2,1O:1O:1O,,:1N3O2S:1O,,1L:1L,1,0.03000300030003
1589,3,1,3,1,2,1O:1O:1O,1O,1N1O1S:1N2O1S:1O,,1L:1L,1,0.03000300030003
1590,3,1,3,1,2,1O:1O:1O,1O,1O:1O:2O1S,,1L:1L,1,0.03000300030003
1591,3,2,1,1,1,2O:2O:2O,:1O,,,1L,1,0.03000300030003
1592,3,1,3,2,2,:1O:1O,,1O:2O1S:3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1593,3,1,3,2,2,:1O:2O,,1N2O1S:1O:2O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1594,3,1,4,1,2,1O:1O:1O,1O,::1O:3O1S,,1L:1L,1,0.03000300030003
1595,3,2,0,1,1,1O:1O:1O,:,,,1L,1,0.03000300030003
1596,3,2,0,1,2,1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
1597,3,2,0,1,2,1O:2O:2O,1O:1O,,,1L:1L,1,0.03000300030003
1598,3,2,0,1,2,:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
1599,3,2,1,1,1,:1O:1O,:1O,,,1L,1,0.03000300030003
1600,3,1,3,1,2,1O:1O:1O,1O,:1O1S:2O1S,,1L:1L,1,0.03000300030003
1601,3,2,1,1,1,:1O:2O,:1O,1O,,1L,1,0.03000300030003
1602,3,2,1,1,1,::1O,:1O,1O1S,,1L,1,0.03000300030003
1603,3,2,1,1,2,1O:1O:1O,1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
1604,3,2,1,1,2,1O:1O:1O,1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
1605,3,2,1,1,2,1O:1O:1O,1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1606,3,2,1,1,2,1O:1O:1O,1O:1O,1N4O2S,,1L:1L,1,0.03000300030003
1607,3,2,1,1,2,1O:1O:1O,1O:1O,3O1S,,1L:1L,1,0.03000300030003
1608,3,1,3,2,2,:1O:1O,,1O:1O:1O1S,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1609,3,1,3,2,2,1O:1O:2O,,:1O:1O1S,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1610,3,1,3,2,2,1O:1O:1O,,:1O:2O,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1611,3,1,3,2,2,1O:1O:1O,,2O1S:2O1S:2O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1612,3,1,3,1,2,1O:1O:1O,1O,:1O:2O,,1L:1L,1,0.03000300030003
1613,3,1,3,1,2,1O:1O:1O,1O,:2O:2O1S,,1L:1L,1,0.03000300030003
1614,3,1,3,1,2,1O:1O:2O,,1N2O2S:2O1S:2O1S,,1L:1L,1,0.03000300030003
1615,3,1,3,1,2,1O:1O:2O,,:1N1O1S:2O1S,,1L:1L,1,0.03000300030003
1616,3,1,3,1,2,1O:1O:2O,1O,1O:1O:3O1S,,1L:1L,1,0.03000300030003
1617,3,1,3,1,2,1O:2O:2O,,:1O1S:2O1S,,1L:1L,1,0.03000300030003
1618,3,1,3,1,2,1O:2O:2O,1O,1N1O1S:1O:2O1S,,1L:1L,1,0.03000300030003
1619,3,1,3,1,2,1O:2O:2O,1O,:1O1S:2O,,1L:1L,1,0.03000300030003
1620,3,1,3,1,2,:1O:1O,1O,1N2O2S:1O:3O2S,,1L:1L,1,0.03000300030003
1621,3,1,3,1,2,:1O:1O,1O,1O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
1622,3,1,3,1,2,:1O:1O,1O,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
1623,3,1,3,1,2,:1O:1O,1O,1O:1O:2O1S,,1L:1L,1,0.03000300030003
1624,3,1,3,1,2,:1O:2O,1O,1O:1O1S:2O,,1L:1L,1,0.03000300030003
1625,3,1,3,1,2,::1O,1O,1N3O2S:2O:2O1S,,1L:1L,1,0.03000300030003
1626,3,1,3,2,2,1O:1O:1O,,1N1O1S:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1627,3,2,2,1,2,1O:1O:1O,:1O,1O1S:2O2S,,1L:1L,1,0.03000300030003
1628,3,2,2,1,2,1O:1O:1O,:1O,:1N2O2S,,1L:1L,1,0.03000300030003
1629,3,1,2,1,2,1O:2O:2O,1O,1O:2O,,1L:1L,1,0.03000300030003
1630,3,4,1,1,2,1O:1O:1O,::1O:1O,1O,,1L:1L,1,0.03000300030003
1631,3,4,0,1,1,:1O:2O,::1O:1O,,,1L,1,0.03000300030003
1632,3,4,0,2,2,1O:1O:2O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1633,3,4,1,1,1,:1O:1O,:::1O,,,1L,1,0.03000300030003
1634,3,4,1,1,1,:1O:1O,:::1O,1O,,1L,1,0.03000300030003
1635,3,4,1,1,2,1O:1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
